-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2024 through 04/01/2024 in LST
Location: Latitude  9.99   Longitude 99.84 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 2.7 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,RH2M
2024,1,27,10,590.0,28.06,78.41
2024,1,27,11,720.83,28.12,77.99
2024,1,27,12,816.72,28.18,77.81
2024,1,27,13,755.3,28.18,78.06
2024,1,27,14,691.35,28.16,78.71
2024,1,27,15,527.25,28.1,79.63
2024,1,27,16,302.8,28.05,80.49
2024,1,27,17,114.15,27.97,81.28
2024,1,27,18,4.57,27.89,81.92
2024,1,27,19,0.0,27.82,82.47
2024,1,27,20,0.0,27.84,82.39
2024,1,27,21,0.0,27.89,81.93
2024,1,27,22,0.0,27.93,81.19
2024,1,27,23,0.0,27.98,80.51
2024,1,28,0,0.0,27.97,79.94
2024,1,28,1,0.0,27.95,79.61
2024,1,28,2,0.0,27.9,79.3
2024,1,28,3,0.0,27.84,79.17
2024,1,28,4,0.0,27.79,79.54
2024,1,28,5,0.0,27.76,79.89
2024,1,28,6,0.0,27.74,80.19
2024,1,28,7,93.2,27.8,80.25
2024,1,28,8,295.3,27.91,80.01
2024,1,28,9,527.28,28.05,79.56
2024,1,28,10,698.65,28.07,79.83
2024,1,28,11,793.5,27.99,80.5
2024,1,28,12,736.67,27.84,81.18
2024,1,28,13,702.33,27.68,81.67
2024,1,28,14,699.7,27.55,81.93
2024,1,28,15,549.8,27.52,82.03
2024,1,28,16,337.3,27.58,81.87
2024,1,28,17,129.5,27.67,81.48
2024,1,28,18,5.62,27.74,80.9
2024,1,28,19,0.0,27.78,80.53
2024,1,28,20,0.0,27.81,80.29
2024,1,28,21,0.0,27.79,80.33
2024,1,28,22,0.0,27.77,80.38
2024,1,28,23,0.0,27.74,80.64
2024,1,29,0,0.0,27.69,80.94
2024,1,29,1,0.0,27.64,81.08
2024,1,29,2,0.0,27.6,80.93
2024,1,29,3,0.0,27.58,80.71
2024,1,29,4,0.0,27.55,80.52
2024,1,29,5,0.0,27.55,80.39
2024,1,29,6,0.0,27.57,80.57
2024,1,29,7,88.78,27.66,80.5
2024,1,29,8,254.82,27.69,80.63
2024,1,29,9,460.5,27.67,80.89
2024,1,29,10,580.6,27.58,81.44
2024,1,29,11,756.38,27.46,82.14
2024,1,29,12,659.75,27.35,82.68
2024,1,29,13,785.33,27.27,83.0
2024,1,29,14,713.95,27.21,83.07
2024,1,29,15,564.33,27.21,82.75
2024,1,29,16,361.1,27.28,81.88
2024,1,29,17,141.93,27.44,80.72
2024,1,29,18,5.97,27.57,79.81
2024,1,29,19,0.0,27.7,78.92
2024,1,29,20,0.0,27.83,77.91
2024,1,29,21,0.0,27.93,76.9
2024,1,29,22,0.0,27.97,76.38
2024,1,29,23,0.0,27.98,75.98
2024,1,30,0,0.0,27.96,75.87
2024,1,30,1,0.0,27.91,75.99
2024,1,30,2,0.0,27.86,76.21
2024,1,30,3,0.0,27.82,76.4
2024,1,30,4,0.0,27.79,76.53
2024,1,30,5,0.0,27.76,76.74
2024,1,30,6,0.0,27.74,77.08
2024,1,30,7,97.85,27.8,77.42
2024,1,30,8,295.2,27.82,78.16
2024,1,30,9,505.5,27.82,79.1
2024,1,30,10,626.0,27.77,80.05
2024,1,30,11,739.28,27.71,80.8
2024,1,30,12,790.55,27.67,81.16
2024,1,30,13,781.9,27.68,81.11
2024,1,30,14,649.45,27.74,80.54
2024,1,30,15,558.05,27.83,79.78
2024,1,30,16,352.42,27.89,79.05
2024,1,30,17,140.12,27.89,78.66
2024,1,30,18,6.3,27.85,78.69
2024,1,30,19,0.0,27.83,78.82
2024,1,30,20,0.0,27.83,78.92
2024,1,30,21,0.0,27.84,78.8
2024,1,30,22,0.0,27.81,78.64
2024,1,30,23,0.0,27.77,78.48
2024,1,31,0,0.0,27.71,78.42
2024,1,31,1,0.0,27.64,78.37
2024,1,31,2,0.0,27.57,78.59
2024,1,31,3,0.0,27.52,78.95
2024,1,31,4,0.0,27.51,79.22
2024,1,31,5,0.0,27.55,79.15
2024,1,31,6,0.0,27.58,79.1
2024,1,31,7,99.45,27.67,78.79
2024,1,31,8,316.17,27.76,78.36
2024,1,31,9,537.3,27.82,78.0
2024,1,31,10,698.72,27.83,78.12
2024,1,31,11,759.35,27.82,78.5
2024,1,31,12,832.03,27.79,79.04
2024,1,31,13,742.8,27.76,79.6
2024,1,31,14,705.75,27.73,80.05
2024,1,31,15,532.38,27.73,80.31
2024,1,31,16,323.48,27.74,80.43
2024,1,31,17,123.65,27.74,80.54
2024,1,31,18,6.28,27.72,80.68
2024,1,31,19,0.0,27.75,80.6
2024,1,31,20,0.0,27.8,80.34
2024,1,31,21,0.0,27.84,79.99
2024,1,31,22,0.0,27.84,79.66
2024,1,31,23,0.0,27.8,79.29
2024,2,1,0,0.0,27.76,79.01
2024,2,1,1,0.0,27.71,78.84
2024,2,1,2,0.0,27.66,78.64
2024,2,1,3,0.0,27.62,78.53
2024,2,1,4,0.0,27.58,78.54
2024,2,1,5,0.0,27.57,78.71
2024,2,1,6,1.75,27.61,78.84
2024,2,1,7,102.55,27.71,78.83
2024,2,1,8,325.83,27.81,78.69
2024,2,1,9,546.78,27.91,78.69
2024,2,1,10,727.17,27.97,78.96
2024,2,1,11,855.08,27.96,79.51
2024,2,1,12,895.55,27.92,80.13
2024,2,1,13,866.05,27.88,80.62
2024,2,1,14,767.55,27.81,81.26
2024,2,1,15,588.1,27.76,81.93
2024,2,1,16,336.55,27.71,82.73
2024,2,1,17,133.27,27.65,83.61
2024,2,1,18,6.5,27.59,84.46
2024,2,1,19,0.0,27.56,84.83
2024,2,1,20,0.0,27.5,85.09
2024,2,1,21,0.0,27.44,85.08
2024,2,1,22,0.0,27.36,84.95
2024,2,1,23,0.0,27.28,84.72
2024,2,2,0,0.0,27.21,84.24
2024,2,2,1,0.0,27.15,83.7
2024,2,2,2,0.0,27.1,83.24
2024,2,2,3,0.0,27.1,82.9
2024,2,2,4,0.0,27.13,82.66
2024,2,2,5,0.0,27.16,82.26
2024,2,2,6,0.0,27.21,81.88
2024,2,2,7,108.43,27.33,81.39
2024,2,2,8,324.75,27.47,80.88
2024,2,2,9,543.67,27.58,80.52
2024,2,2,10,727.58,27.65,80.35
2024,2,2,11,851.0,27.7,80.33
2024,2,2,12,894.28,27.72,80.33
2024,2,2,13,874.15,27.73,80.46
2024,2,2,14,774.12,27.73,80.76
2024,2,2,15,519.3,27.76,80.81
2024,2,2,16,330.62,27.75,80.96
2024,2,2,17,125.68,27.69,81.46
2024,2,2,18,6.72,27.64,82.13
2024,2,2,19,0.0,27.63,82.68
2024,2,2,20,0.0,27.63,82.83
2024,2,2,21,0.0,27.58,82.85
2024,2,2,22,0.0,27.55,82.56
2024,2,2,23,0.0,27.53,82.07
2024,2,3,0,0.0,27.5,81.54
2024,2,3,1,0.0,27.46,81.03
2024,2,3,2,0.0,27.44,80.74
2024,2,3,3,0.0,27.46,80.54
2024,2,3,4,0.0,27.51,80.23
2024,2,3,5,0.0,27.58,79.84
2024,2,3,6,0.0,27.68,79.43
2024,2,3,7,104.8,27.82,79.0
2024,2,3,8,312.88,27.96,78.58
2024,2,3,9,536.38,28.12,78.39
2024,2,3,10,709.42,28.21,78.39
2024,2,3,11,827.3,28.22,78.51
2024,2,3,12,864.5,28.22,78.48
2024,2,3,13,829.28,28.2,78.45
2024,2,3,14,742.47,28.18,78.43
2024,2,3,15,580.88,28.17,78.44
2024,2,3,16,375.0,28.18,78.22
2024,2,3,17,141.9,28.19,77.95
2024,2,3,18,6.62,28.18,78.07
2024,2,3,19,0.0,28.17,78.16
2024,2,3,20,0.0,28.2,78.0
2024,2,3,21,0.0,28.22,77.79
2024,2,3,22,0.0,28.2,78.03
2024,2,3,23,0.0,28.15,78.93
2024,2,4,0,0.0,28.08,80.08
2024,2,4,1,0.0,27.98,81.19
2024,2,4,2,0.0,27.88,82.14
2024,2,4,3,0.0,27.82,82.65
2024,2,4,4,0.0,27.78,83.04
2024,2,4,5,0.0,27.77,83.09
2024,2,4,6,0.0,27.78,82.91
2024,2,4,7,100.22,27.86,82.16
2024,2,4,8,314.48,27.94,81.17
2024,2,4,9,537.67,28.02,79.88
2024,2,4,10,718.7,28.06,78.61
2024,2,4,11,841.03,28.06,77.61
2024,2,4,12,884.47,28.06,77.0
2024,2,4,13,849.6,28.06,76.8
2024,2,4,14,763.9,28.04,76.88
2024,2,4,15,561.7,28.05,77.1
2024,2,4,16,359.92,28.06,77.63
2024,2,4,17,133.07,28.07,78.24
2024,2,4,18,6.7,28.05,78.92
2024,2,4,19,0.0,28.06,79.26
2024,2,4,20,0.0,28.07,79.56
2024,2,4,21,0.0,28.08,79.67
2024,2,4,22,0.0,28.08,79.72
2024,2,4,23,0.0,28.08,79.66
2024,2,5,0,0.0,28.05,79.51
2024,2,5,1,0.0,28.0,79.06
2024,2,5,2,0.0,27.97,78.19
2024,2,5,3,0.0,27.95,77.42
2024,2,5,4,0.0,27.96,76.79
2024,2,5,5,0.0,28.0,76.42
2024,2,5,6,0.0,28.05,76.4
2024,2,5,7,101.82,28.15,76.33
2024,2,5,8,320.35,28.26,76.11
2024,2,5,9,547.12,28.41,75.49
2024,2,5,10,737.08,28.55,74.76
2024,2,5,11,860.15,28.68,73.88
2024,2,5,12,904.33,28.78,73.02
2024,2,5,13,868.75,28.86,72.52
2024,2,5,14,756.42,28.94,72.0
2024,2,5,15,590.05,29.03,71.36
2024,2,5,16,366.58,29.07,71.71
2024,2,5,17,142.7,29.06,73.37
2024,2,5,18,7.15,29.01,75.33
2024,2,5,19,0.0,28.98,76.63
2024,2,5,20,0.0,28.94,77.5
2024,2,5,21,0.0,28.91,77.75
2024,2,5,22,0.0,28.88,77.73
2024,2,5,23,0.0,28.85,77.5
2024,2,6,0,0.0,28.8,77.14
2024,2,6,1,0.0,28.72,76.81
2024,2,6,2,0.0,28.64,76.64
2024,2,6,3,0.0,28.57,76.93
2024,2,6,4,0.0,28.5,77.73
2024,2,6,5,0.0,28.46,78.47
2024,2,6,6,0.0,28.42,79.15
2024,2,6,7,99.05,28.44,79.4
2024,2,6,8,320.05,28.48,79.27
2024,2,6,9,529.8,28.52,79.12
2024,2,6,10,712.45,28.53,79.01
2024,2,6,11,825.92,28.51,78.88
2024,2,6,12,861.75,28.51,78.33
2024,2,6,13,780.85,28.5,77.65
2024,2,6,14,732.17,28.49,77.1
2024,2,6,15,560.35,28.5,76.79
2024,2,6,16,351.0,28.54,76.37
2024,2,6,17,132.35,28.56,76.43
2024,2,6,18,6.85,28.55,77.08
2024,2,6,19,0.0,28.57,77.5
2024,2,6,20,0.0,28.59,77.58
2024,2,6,21,0.0,28.59,77.51
2024,2,6,22,0.0,28.55,77.43
2024,2,6,23,0.0,28.54,77.3
2024,2,7,0,0.0,28.51,77.64
2024,2,7,1,0.0,28.48,77.97
2024,2,7,2,0.0,28.44,78.15
2024,2,7,3,0.0,28.4,78.19
2024,2,7,4,0.0,28.38,77.8
2024,2,7,5,0.0,28.37,77.58
2024,2,7,6,0.0,28.39,77.61
2024,2,7,7,105.78,28.43,77.56
2024,2,7,8,325.17,28.52,77.17
2024,2,7,9,530.45,28.64,76.59
2024,2,7,10,710.58,28.7,76.04
2024,2,7,11,832.75,28.72,75.15
2024,2,7,12,823.15,28.74,73.99
2024,2,7,13,784.8,28.74,72.95
2024,2,7,14,721.75,28.72,72.73
2024,2,7,15,546.55,28.67,73.23
2024,2,7,16,342.73,28.66,74.07
2024,2,7,17,132.0,28.65,75.14
2024,2,7,18,7.43,28.64,76.42
2024,2,7,19,0.0,28.63,77.8
2024,2,7,20,0.0,28.63,78.94
2024,2,7,21,0.0,28.6,79.85
2024,2,7,22,0.0,28.56,80.34
2024,2,7,23,0.0,28.51,80.46
2024,2,8,0,0.0,28.45,80.37
2024,2,8,1,0.0,28.4,80.28
2024,2,8,2,0.0,28.38,80.3
2024,2,8,3,0.0,28.36,80.51
2024,2,8,4,0.0,28.33,80.79
2024,2,8,5,0.0,28.29,81.0
2024,2,8,6,0.0,28.3,80.77
2024,2,8,7,94.88,28.35,80.2
2024,2,8,8,302.42,28.45,78.93
2024,2,8,9,532.25,28.55,77.69
2024,2,8,10,701.1,28.61,76.39
2024,2,8,11,801.92,28.65,75.24
2024,2,8,12,852.42,28.7,74.03
2024,2,8,13,837.25,28.74,72.82
2024,2,8,14,738.92,28.78,71.63
2024,2,8,15,556.03,28.82,70.86
2024,2,8,16,356.2,28.86,70.77
2024,2,8,17,132.75,28.89,71.85
2024,2,8,18,6.95,28.85,73.6
2024,2,8,19,0.0,28.82,75.13
2024,2,8,20,0.0,28.82,76.11
2024,2,8,21,0.0,28.81,76.81
2024,2,8,22,0.0,28.77,77.04
2024,2,8,23,0.0,28.72,76.97
2024,2,9,0,0.0,28.65,77.25
2024,2,9,1,0.0,28.58,77.61
2024,2,9,2,0.0,28.51,77.92
2024,2,9,3,0.0,28.48,77.96
2024,2,9,4,0.0,28.44,78.19
2024,2,9,5,0.0,28.43,78.39
2024,2,9,6,0.0,28.45,78.76
2024,2,9,7,92.1,28.52,78.97
2024,2,9,8,285.92,28.61,79.03
2024,2,9,9,484.98,28.72,79.27
2024,2,9,10,639.7,28.78,79.44
2024,2,9,11,732.28,28.81,79.63
2024,2,9,12,785.6,28.84,79.64
2024,2,9,13,722.67,28.84,79.57
2024,2,9,14,666.25,28.82,79.56
2024,2,9,15,530.7,28.8,79.67
2024,2,9,16,331.77,28.76,80.01
2024,2,9,17,126.65,28.71,80.6
2024,2,9,18,7.25,28.66,81.17
2024,2,9,19,0.0,28.64,81.49
2024,2,9,20,0.0,28.61,81.66
2024,2,9,21,0.0,28.55,81.74
2024,2,9,22,0.0,28.45,81.7
2024,2,9,23,0.0,28.33,81.6
2024,2,10,0,0.0,28.25,81.41
2024,2,10,1,0.0,28.18,81.45
2024,2,10,2,0.0,28.14,81.78
2024,2,10,3,0.0,28.1,82.53
2024,2,10,4,0.0,28.06,83.43
2024,2,10,5,0.0,27.97,84.52
2024,2,10,6,0.0,27.91,85.42
2024,2,10,7,105.5,27.94,85.68
2024,2,10,8,314.17,28.03,85.35
2024,2,10,9,527.67,28.18,84.41
2024,2,10,10,688.95,28.39,82.81
2024,2,10,11,798.62,28.6,81.03
2024,2,10,12,820.88,28.76,79.86
2024,2,10,13,787.5,28.84,79.26
2024,2,10,14,716.83,28.8,79.45
2024,2,10,15,562.03,28.72,79.99
2024,2,10,16,353.95,28.62,80.77
2024,2,10,17,137.4,28.48,81.74
2024,2,10,18,7.82,28.39,82.43
2024,2,10,19,0.0,28.39,82.64
2024,2,10,20,0.0,28.41,82.59
2024,2,10,21,0.0,28.37,82.61
2024,2,10,22,0.0,28.29,82.63
2024,2,10,23,0.0,28.2,82.51
2024,2,11,0,0.0,28.07,82.72
2024,2,11,1,0.0,27.91,83.24
2024,2,11,2,0.0,27.74,84.12
2024,2,11,3,0.0,27.55,85.17
2024,2,11,4,0.0,27.39,85.81
2024,2,11,5,0.0,27.28,86.09
2024,2,11,6,0.0,27.2,86.29
2024,2,11,7,98.3,27.15,86.6
2024,2,11,8,262.05,27.1,87.13
2024,2,11,9,428.95,27.08,87.54
2024,2,11,10,577.35,27.05,88.15
2024,2,11,11,619.25,27.04,88.04
2024,2,11,12,537.4,27.31,85.27
2024,2,11,13,374.2,27.77,81.1
2024,2,11,14,340.25,28.19,76.82
2024,2,11,15,247.62,28.44,73.94
2024,2,11,16,141.98,28.46,73.27
2024,2,11,17,68.07,28.34,74.01
2024,2,11,18,6.03,28.2,75.08
2024,2,11,19,0.0,28.12,75.66
2024,2,11,20,0.0,28.09,75.81
2024,2,11,21,0.0,28.05,75.81
2024,2,11,22,0.0,27.99,75.61
2024,2,11,23,0.0,27.9,75.47
2024,2,12,0,0.0,27.82,75.4
2024,2,12,1,0.0,27.74,75.7
2024,2,12,2,0.0,27.69,76.17
2024,2,12,3,0.0,27.63,77.1
2024,2,12,4,0.0,27.65,77.78
2024,2,12,5,0.0,27.7,78.31
2024,2,12,6,0.0,27.76,78.54
2024,2,12,7,101.97,27.81,78.74
2024,2,12,8,291.65,27.79,78.89
2024,2,12,9,487.73,27.86,78.19
2024,2,12,10,616.5,27.94,77.1
2024,2,12,11,635.75,28.07,75.72
2024,2,12,12,570.92,28.23,74.3
2024,2,12,13,386.75,28.4,73.0
2024,2,12,14,333.1,28.4,72.45
2024,2,12,15,244.6,28.31,72.19
2024,2,12,16,124.53,28.15,72.57
2024,2,12,17,47.8,27.97,73.19
2024,2,12,18,3.95,27.83,73.66
2024,2,12,19,0.0,27.77,73.86
2024,2,12,20,0.0,27.75,73.94
2024,2,12,21,0.0,27.7,74.16
2024,2,12,22,0.0,27.65,74.34
2024,2,12,23,0.0,27.6,74.52
2024,2,13,0,0.0,27.51,74.97
2024,2,13,1,0.0,27.44,75.59
2024,2,13,2,0.0,27.41,76.27
2024,2,13,3,0.0,27.42,76.88
2024,2,13,4,0.0,27.46,77.17
2024,2,13,5,0.0,27.52,77.31
2024,2,13,6,0.0,27.63,77.16
2024,2,13,7,113.07,27.8,76.75
2024,2,13,8,320.9,27.92,76.4
2024,2,13,9,529.62,28.0,76.26
2024,2,13,10,675.45,28.02,76.55
2024,2,13,11,803.58,28.01,76.63
2024,2,13,12,851.83,27.99,76.64
2024,2,13,13,824.42,27.99,76.39
2024,2,13,14,732.58,28.0,75.85
2024,2,13,15,571.58,28.04,75.21
2024,2,13,16,357.17,28.09,75.15
2024,2,13,17,139.43,28.12,75.42
2024,2,13,18,7.82,28.12,75.6
2024,2,13,19,0.0,28.16,75.34
2024,2,13,20,0.0,28.18,74.95
2024,2,13,21,0.0,28.14,74.65
2024,2,13,22,0.0,28.08,74.19
2024,2,13,23,0.0,27.99,73.63
2024,2,14,0,0.0,27.88,73.51
2024,2,14,1,0.0,27.8,73.25
2024,2,14,2,0.0,27.75,72.7
2024,2,14,3,0.0,27.76,72.26
2024,2,14,4,0.0,27.79,72.47
2024,2,14,5,0.0,27.87,72.87
2024,2,14,6,0.0,27.97,73.23
2024,2,14,7,82.03,28.16,73.17
2024,2,14,8,199.8,28.33,73.28
2024,2,14,9,335.9,28.51,73.51
2024,2,14,10,365.15,28.6,74.07
2024,2,14,11,470.02,28.59,75.08
2024,2,14,12,534.97,28.52,76.33
2024,2,14,13,594.2,28.43,77.59
2024,2,14,14,545.4,28.31,79.01
2024,2,14,15,478.35,28.23,80.0
2024,2,14,16,301.25,28.2,80.55
2024,2,14,17,130.43,28.21,80.66
2024,2,14,18,8.75,28.24,80.58
2024,2,14,19,0.0,28.29,80.37
2024,2,14,20,0.0,28.33,80.08
2024,2,14,21,0.0,28.33,79.86
2024,2,14,22,0.0,28.25,79.98
2024,2,14,23,0.0,28.14,80.25
2024,2,15,0,0.0,28.02,80.46
2024,2,15,1,0.0,27.9,80.68
2024,2,15,2,0.0,27.8,80.86
2024,2,15,3,0.0,27.76,81.2
2024,2,15,4,0.0,27.74,81.69
2024,2,15,5,0.0,27.76,82.23
2024,2,15,6,0.0,27.8,82.6
2024,2,15,7,99.72,27.89,82.44
2024,2,15,8,256.95,27.93,82.45
2024,2,15,9,431.75,27.97,82.66
2024,2,15,10,580.83,27.99,83.04
2024,2,15,11,687.8,28.0,83.46
2024,2,15,12,687.5,27.99,83.86
2024,2,15,13,734.95,27.99,84.03
2024,2,15,14,633.08,28.01,83.9
2024,2,15,15,486.25,28.08,83.56
2024,2,15,16,302.88,28.13,83.13
2024,2,15,17,125.78,28.14,82.9
2024,2,15,18,8.65,28.12,82.84
2024,2,15,19,0.0,28.09,82.68
2024,2,15,20,0.0,28.08,82.37
2024,2,15,21,0.0,28.02,82.22
2024,2,15,22,0.0,27.96,81.92
2024,2,15,23,0.0,27.92,81.32
2024,2,16,0,0.0,27.83,81.07
2024,2,16,1,0.0,27.75,81.0
2024,2,16,2,0.0,27.67,81.5
2024,2,16,3,0.0,27.63,82.38
2024,2,16,4,0.0,27.62,83.22
2024,2,16,5,0.0,27.62,84.06
2024,2,16,6,0.0,27.64,84.57
2024,2,16,7,120.22,27.71,84.42
2024,2,16,8,335.25,27.74,84.38
2024,2,16,9,550.85,27.78,84.64
2024,2,16,10,681.08,27.78,84.96
2024,2,16,11,798.38,27.75,85.28
2024,2,16,12,837.58,27.73,85.53
2024,2,16,13,805.08,27.73,85.63
2024,2,16,14,716.53,27.71,85.75
2024,2,16,15,577.03,27.73,85.48
2024,2,16,16,349.25,27.79,84.87
2024,2,16,17,142.8,27.86,84.15
2024,2,16,18,8.48,27.92,83.48
2024,2,16,19,0.0,28.01,82.46
2024,2,16,20,0.0,28.09,81.56
2024,2,16,21,0.0,28.09,80.84
2024,2,16,22,0.0,28.09,80.21
2024,2,16,23,0.0,28.03,80.13
2024,2,17,0,0.0,27.96,80.46
2024,2,17,1,0.0,27.87,81.25
2024,2,17,2,0.0,27.79,82.12
2024,2,17,3,0.0,27.72,83.06
2024,2,17,4,0.0,27.68,83.66
2024,2,17,5,0.0,27.65,84.02
2024,2,17,6,0.0,27.63,84.24
2024,2,17,7,109.7,27.65,84.15
2024,2,17,8,300.0,27.68,84.03
2024,2,17,9,497.9,27.74,83.74
2024,2,17,10,664.65,27.79,83.46
2024,2,17,11,814.2,27.85,82.87
2024,2,17,12,875.05,27.98,81.84
2024,2,17,13,830.25,28.13,80.6
2024,2,17,14,780.12,28.23,79.57
2024,2,17,15,624.67,28.28,78.82
2024,2,17,16,406.38,28.25,78.51
2024,2,17,17,176.12,28.17,78.6
2024,2,17,18,9.82,28.06,78.98
2024,2,17,19,0.0,27.98,79.21
2024,2,17,20,0.0,27.89,79.44
2024,2,17,21,0.0,27.83,79.37
2024,2,17,22,0.0,27.76,79.39
2024,2,17,23,0.0,27.68,79.56
2024,2,18,0,0.0,27.6,79.63
2024,2,18,1,0.0,27.53,79.82
2024,2,18,2,0.0,27.49,80.19
2024,2,18,3,0.0,27.47,80.69
2024,2,18,4,0.0,27.44,81.05
2024,2,18,5,0.0,27.43,81.32
2024,2,18,6,0.0,27.46,81.27
2024,2,18,7,122.72,27.56,80.65
2024,2,18,8,349.05,27.7,79.67
2024,2,18,9,566.4,27.84,78.74
2024,2,18,10,729.88,27.93,78.41
2024,2,18,11,887.9,27.96,78.52
2024,2,18,12,933.3,27.95,78.79
2024,2,18,13,902.25,27.93,79.19
2024,2,18,14,800.97,27.91,79.64
2024,2,18,15,625.08,27.89,80.07
2024,2,18,16,396.98,27.87,80.32
2024,2,18,17,165.05,27.82,80.52
2024,2,18,18,9.57,27.75,80.82
2024,2,18,19,0.0,27.71,80.98
2024,2,18,20,0.0,27.7,81.23
2024,2,18,21,0.0,27.67,81.51
2024,2,18,22,0.0,27.64,81.53
2024,2,18,23,0.0,27.61,81.35
2024,2,19,0,0.0,27.56,81.29
2024,2,19,1,0.0,27.48,81.51
2024,2,19,2,0.0,27.41,81.49
2024,2,19,3,0.0,27.34,81.42
2024,2,19,4,0.0,27.3,81.22
2024,2,19,5,0.0,27.29,81.16
2024,2,19,6,0.0,27.31,81.11
2024,2,19,7,102.82,27.41,80.85
2024,2,19,8,294.2,27.56,80.89
2024,2,19,9,551.9,27.74,80.96
2024,2,19,10,681.97,27.85,81.47
2024,2,19,11,804.45,27.87,82.04
2024,2,19,12,910.2,27.88,82.33
2024,2,19,13,824.95,27.88,82.58
2024,2,19,14,646.4,27.89,82.81
2024,2,19,15,558.85,27.92,82.9
2024,2,19,16,356.05,27.9,82.89
2024,2,19,17,147.95,27.83,83.12
2024,2,19,18,9.48,27.81,83.39
2024,2,19,19,0.0,27.82,83.4
2024,2,19,20,0.0,27.84,83.28
2024,2,19,21,0.0,27.84,83.26
2024,2,19,22,0.0,27.81,83.19
2024,2,19,23,0.0,27.77,83.05
2024,2,20,0,0.0,27.72,82.55
2024,2,20,1,0.0,27.66,81.7
2024,2,20,2,0.0,27.58,81.08
2024,2,20,3,0.0,27.52,80.9
2024,2,20,4,0.0,27.51,80.68
2024,2,20,5,0.0,27.55,80.62
2024,2,20,6,0.0,27.62,80.7
2024,2,20,7,110.78,27.76,80.45
2024,2,20,8,321.33,27.82,80.41
2024,2,20,9,550.17,27.91,80.04
2024,2,20,10,684.7,27.91,80.09
2024,2,20,11,785.7,27.88,80.31
2024,2,20,12,848.55,27.89,80.49
2024,2,20,13,843.38,27.9,80.78
2024,2,20,14,715.97,27.93,81.08
2024,2,20,15,563.6,27.97,81.28
2024,2,20,16,367.8,28.03,81.04
2024,2,20,17,150.68,28.11,80.77
2024,2,20,18,9.55,28.16,80.75
2024,2,20,19,0.0,28.21,80.52
2024,2,20,20,0.0,28.24,80.05
2024,2,20,21,0.0,28.24,79.42
2024,2,20,22,0.0,28.19,79.02
2024,2,20,23,0.0,28.11,78.61
2024,2,21,0,0.0,27.99,78.11
2024,2,21,1,0.0,27.9,77.59
2024,2,21,2,0.0,27.82,77.22
2024,2,21,3,0.0,27.78,76.83
2024,2,21,4,0.0,27.78,76.49
2024,2,21,5,0.0,27.8,76.29
2024,2,21,6,2.8,27.84,76.27
2024,2,21,7,97.78,27.92,76.39
2024,2,21,8,273.62,28.05,76.46
2024,2,21,9,524.2,28.19,76.82
2024,2,21,10,720.53,28.26,77.4
2024,2,21,11,845.88,28.22,77.82
2024,2,21,12,857.0,28.17,78.01
2024,2,21,13,894.42,28.1,78.38
2024,2,21,14,815.72,28.05,79.19
2024,2,21,15,644.4,28.0,80.5
2024,2,21,16,420.0,28.01,81.44
2024,2,21,17,183.45,28.06,82.01
2024,2,21,18,10.75,28.07,82.68
2024,2,21,19,0.0,28.11,82.95
2024,2,21,20,0.0,28.16,82.92
2024,2,21,21,0.0,28.17,82.64
2024,2,21,22,0.0,28.17,82.39
2024,2,21,23,0.0,28.14,82.31
2024,2,22,0,0.0,28.07,82.56
2024,2,22,1,0.0,27.99,82.92
2024,2,22,2,0.0,27.91,83.43
2024,2,22,3,0.0,27.85,83.96
2024,2,22,4,0.0,27.86,84.17
2024,2,22,5,0.0,27.87,84.11
2024,2,22,6,3.47,27.89,83.68
2024,2,22,7,127.18,27.98,82.8
2024,2,22,8,373.0,28.11,81.73
2024,2,22,9,598.53,28.25,80.66
2024,2,22,10,795.92,28.3,80.1
2024,2,22,11,913.67,28.28,79.88
2024,2,22,12,973.05,28.25,79.83
2024,2,22,13,904.6,28.24,80.06
2024,2,22,14,843.2,28.22,80.47
2024,2,22,15,663.22,28.2,80.82
2024,2,22,16,443.02,28.22,80.87
2024,2,22,17,191.75,28.26,80.59
2024,2,22,18,11.0,28.27,80.47
2024,2,22,19,0.0,28.29,80.47
2024,2,22,20,0.0,28.3,80.64
2024,2,22,21,0.0,28.27,80.93
2024,2,22,22,0.0,28.22,81.37
2024,2,22,23,0.0,28.16,81.79
2024,2,23,0,0.0,28.07,82.17
2024,2,23,1,0.0,27.99,82.31
2024,2,23,2,0.0,27.92,82.32
2024,2,23,3,0.0,27.91,82.15
2024,2,23,4,0.0,27.92,82.17
2024,2,23,5,0.0,27.9,82.27
2024,2,23,6,3.6,27.89,82.2
2024,2,23,7,119.05,27.94,81.8
2024,2,23,8,358.1,27.99,81.47
2024,2,23,9,576.4,28.06,81.14
2024,2,23,10,781.92,28.09,81.09
2024,2,23,11,902.75,28.1,81.25
