meter_id,lat,lon,utm_x,utm_y,node_type,usage_type,meter_size,tariff_code,phase_conn,phase_id,peak_load_kw,has_solar,solar_kw,has_ev,transformer_id,dist_m,line_R,line_X,v_actual,v_drop_pct,building_name,building_code
UTCC-1123,13.7785827113727,100.55758675673165,668383.3150134826,1523784.0871057701,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,8,25.12,0.008,0.007,226.7,1.42,,
UTCC-1124,13.778558778667012,100.55765499164244,668390.7103360555,1523781.4872262527,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,5.93,False,8,17.29,0.0055,0.0048,227.8,0.98,,
UTCC-1125,13.778535761796556,100.5577202692718,668397.7852360398,1523778.9865960144,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,8,9.8,0.0031,0.0027,228.7,0.55,,
UTCC-1126,13.778505367897942,100.55795013662194,668422.6623584053,1523775.7851287357,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,8,15.97,0.0051,0.0045,225.3,2.06,,
UTCC-1127,13.778436623604312,100.55807384690394,668436.0883061474,1523768.2666336035,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,8,30.13,0.0096,0.0084,226.1,1.71,,
UTCC-1128,13.778343856260527,100.55819493009936,668449.2474157483,1523758.0886451183,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,8,45.75,0.0146,0.0128,216.4,5.9,,
UTCC-1129,13.779067931457963,100.5582744339988,668457.3250950458,1523838.2484563882,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,True,1147.21,False,21,35.49,0.0114,0.0099,219.4,4.59,,
UTCC-1130,13.77751501368327,100.5588244905174,668517.9155534852,1523666.8352664576,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,15,40.5,0.013,0.0113,224.7,2.3,,
UTCC-1131,13.777478396337388,100.5589450034676,668530.9728243294,1523662.868761715,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,15,31.7,0.0101,0.0089,225.9,1.8,,
UTCC-1132,13.777627857016585,100.55886840168083,668522.582739576,1523679.3498484893,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,15,32.34,0.0104,0.0091,220.3,4.2,,
UTCC-1133,13.777745614587406,100.55889567500746,668525.447356286,1523692.396431684,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,16.06,False,15,30.32,0.0097,0.0085,226.0,1.72,,
UTCC-1134,13.778031198053089,100.5588473220785,668520.0142121548,1523723.9565217344,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,4,51.9,0.0166,0.0145,214.6,6.7,,
UTCC-1135,13.777743392961343,100.55873379876257,668507.9453563102,1523692.0372131336,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,4,39.14,0.0125,0.011,224.9,2.22,,
UTCC-1136,13.77778511587549,100.55865444925459,668499.3354243714,1523696.5973979172,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,7.55,False,4,29.5,0.0094,0.0083,226.1,1.67,,
UTCC-1137,13.777839647674208,100.55855279423936,668488.304431692,1523702.5589974567,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,4,17.29,0.0055,0.0048,227.8,0.98,,
UTCC-1138,13.777818823138196,100.55859872071468,668493.2853637342,1523700.2873682245,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,6.35,False,4,22.65,0.0072,0.0063,227.1,1.28,,
UTCC-1139,13.777860599998668,100.55850649998412,668483.2836411743,1523704.8445070449,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,6.46,False,4,11.98,0.0038,0.0034,228.4,0.68,,
UTCC-1140,13.777891978411553,100.55845233264499,668477.4040660954,1523708.2779348653,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,8.21,False,4,6.5,0.0021,0.0018,229.1,0.37,,
UTCC-1141,13.777915263519947,100.55839961617458,668471.6871755437,1523710.8170217078,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,7.83,False,4,4.9,0.0016,0.0014,229.3,0.28,,
UTCC-1142,13.777936749997632,100.55835094998055,668466.4095292566,1523713.1599655612,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,4,8.76,0.0028,0.0025,228.8,0.5,,
UTCC-1143,13.777939337150205,100.55829665346138,668460.536626969,1523713.408142206,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,4.35,False,4,13.15,0.0042,0.0037,228.3,0.75,,
UTCC-1144,13.777957371571688,100.55825753671111,668456.2940318062,1523715.3758785771,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,4,17.77,0.0057,0.005,227.7,1.01,,
UTCC-1145,13.777974463777813,100.55822049270584,668452.2762372026,1523717.2408307425,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,3.88,False,4,22.17,0.0071,0.0062,227.1,1.26,,
UTCC-1146,13.778003567052142,100.55818302265534,668448.2037667489,1523720.4342639837,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,4,27.31,0.0087,0.0076,226.4,1.54,,
UTCC-1147,13.778029982850144,100.55812562775348,668441.9787630169,1523723.3164262085,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,4,34.13,0.0109,0.0096,225.5,1.94,,
UTCC-1148,13.778074149998435,100.5580283999815,668431.4339392716,1523728.1345121418,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,7.32,False,4,45.68,0.0146,0.0128,224.0,2.6,,
UTCC-1149,13.778052123957545,100.55807683761638,668436.6872514669,1523725.7317101103,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,4,39.92,0.0128,0.0112,224.8,2.27,,
UTCC-1150,13.77812811350911,100.55788808712047,668416.2233411776,1523734.006192156,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,True,42.86,False,8,42.03,0.0134,0.0118,217.5,5.42,,
UTCC-1151,13.777931000016519,100.55781770001053,668408.7536767978,1523712.1503229225,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,18,32.53,0.0104,0.0091,225.8,1.85,,
UTCC-1152,13.777869153747089,100.55801301472954,668429.9172503056,1523705.4450960034,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,4,41.43,0.0133,0.0116,217.7,5.36,,
UTCC-1153,13.777804053387797,100.55818133085897,668448.163827022,1523698.3609738417,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,4,24.39,0.0078,0.0068,226.8,1.38,,
UTCC-1154,13.777751678865867,100.55836032225184,668467.5556036547,1523692.6921959594,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,15.13,False,4,13.77,0.0044,0.0039,228.2,0.78,,
UTCC-1155,13.777666755483223,100.55850358050279,668483.1069167193,1523683.3975291203,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,4,25.41,0.0081,0.0071,222.5,3.27,,
UTCC-1156,13.777596397400075,100.55865537642144,668499.5709736226,1523675.7202055193,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,4,41.34,0.0132,0.0116,224.6,2.35,,
UTCC-1157,13.778107868352963,100.55863625731395,668497.1369522697,1523732.2906158448,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,4,36.88,0.0118,0.0103,219.1,4.76,,
UTCC-1158,13.778235834650925,100.5583883748765,668470.2418717002,1523746.2737864628,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,True,44.45,False,4,40.36,0.0129,0.0113,218.0,5.21,,
UTCC-1159,13.77797980339424,100.55924107611702,668562.6274408529,1523718.5467359216,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,15,35.46,0.0113,0.0099,219.5,4.56,,
UTCC-1160,13.777951151759249,100.55948329829705,668588.8393292117,1523715.5468258285,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,11.18,False,1,44.87,0.0144,0.0126,224.1,2.56,,
UTCC-1161,13.778345388227445,100.55957539920414,668598.5153353987,1523759.2256255078,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,True,63.9,False,1,55.1,0.0176,0.0154,213.7,7.11,,
UTCC-1162,13.778490630679578,100.55967557645336,668609.2432242441,1523775.363984496,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,12,55.17,0.0177,0.0154,222.8,3.14,,
UTCC-1163,13.778248429766107,100.55990400281897,668634.1165635101,1523748.7295750456,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,1,31.92,0.0102,0.0089,225.8,1.81,,
UTCC-1164,13.778237268169491,100.56003273643115,668648.0444472568,1523747.5850566674,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,1,33.95,0.0109,0.0095,219.9,4.4,,
UTCC-1165,13.778229039725817,100.56020842410535,668667.0473385421,1523746.7979741513,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,1,44.85,0.0144,0.0126,216.6,5.81,,
UTCC-1166,13.77819300000039,100.56039964999997,668687.7503312686,1523742.9450534913,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,10.45,False,6,34.24,0.011,0.0096,225.5,1.95,,
UTCC-1167,13.77848068754653,100.56057770292344,668706.7965648844,1523774.8967432529,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,6,51.03,0.0163,0.0143,223.3,2.9,,
UTCC-1168,13.77890053690251,100.56140328865958,668795.7649677009,1523821.9239488544,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,13,47.56,0.0152,0.0133,215.9,6.14,,
UTCC-1169,13.778831711721056,100.56116235245109,668769.7621891568,1523814.1407144163,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,True,20.19,False,13,21.75,0.007,0.0061,223.5,2.82,,
UTCC-1170,13.778671279141955,100.56115463040867,668769.0424217846,1523796.3866883377,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,10.34,False,13,29.96,0.0096,0.0084,226.1,1.71,,
UTCC-1171,13.778593503020005,100.56114015740414,668767.5333197325,1523787.7721820946,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,13,35.85,0.0115,0.01,225.3,2.04,,
UTCC-1172,13.77848881688735,100.56109028377209,668762.2156975301,1523776.1557840004,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,13,44.14,0.0141,0.0124,216.9,5.7,,
UTCC-1173,13.778317782883418,100.56108044675261,668761.2748423291,1523757.2274426918,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,6,54.99,0.0176,0.0154,222.8,3.13,,
UTCC-1174,13.778103700007524,100.56100160000506,668752.902914266,1523733.4881876009,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,6,37.09,0.0119,0.0104,225.1,2.11,,
UTCC-1175,13.77814305000752,100.56101115000506,668753.9072959163,1523737.8481674283,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,3.85,False,6,39.29,0.0126,0.011,224.9,2.24,,
UTCC-1176,13.778202050006323,100.56102545000323,668755.4111821216,1523744.3853539154,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,7.72,False,6,43.24,0.0138,0.0121,224.4,2.45,,
UTCC-1177,13.77845306193198,100.56073235724173,668723.5390480151,1523771.9490441922,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,6,47.57,0.0152,0.0133,223.8,2.7,,
UTCC-1178,13.778572147608518,100.5607817417472,668728.7934608075,1523785.15810591,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,13,38.28,0.0123,0.0107,218.6,4.96,,
UTCC-1179,13.777768376991135,100.56093289662824,668745.7148131792,1523696.3432987381,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,19.62,False,14,35.51,0.0114,0.0099,225.4,2.02,,
UTCC-1180,13.777750049995324,100.56105494999872,668758.9255497475,1523694.4014426172,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,3.29,False,14,22.24,0.0071,0.0062,227.1,1.26,,
UTCC-1181,13.77774924999532,100.56109159999872,668762.889073026,1523694.3386600418,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,3.3,False,14,18.45,0.0059,0.0052,227.6,1.05,,
UTCC-1182,13.777748449995325,100.56112824999872,668766.852596393,1523694.2758780692,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,14,14.75,0.0047,0.0041,228.1,0.83,,
UTCC-1183,13.777747649995323,100.56116489999872,668770.8161198486,1523694.213096698,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,3.3,False,14,11.23,0.0036,0.0031,228.5,0.64,,
UTCC-1184,13.777746849995323,100.56120154999871,668774.7796433934,1523694.1503159285,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,3.29,False,14,8.13,0.0026,0.0023,228.9,0.46,,
UTCC-1185,13.777745999995325,100.56123814999873,668778.7377964533,1523694.0819691832,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,14,6.13,0.002,0.0017,229.2,0.35,,
UTCC-1186,13.777745149995324,100.56127479999871,668782.7013560816,1523694.0136581322,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,3.3,False,14,6.35,0.002,0.0018,229.2,0.36,,
UTCC-1187,13.777744350950474,100.5613114500432,668786.6648840182,1523693.9509848661,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,14,8.64,0.0028,0.0024,228.9,0.49,,
UTCC-1188,13.777743149997361,100.56136639999919,668792.6074625875,1523693.8566945253,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,6.6,False,14,13.59,0.0044,0.0038,228.2,0.78,,
UTCC-1189,13.777644328949243,100.56141908999415,668798.3757823072,1523682.9611382175,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,14,18.84,0.006,0.0053,224.4,2.43,,
UTCC-1190,13.777403486625364,100.56139441274009,668795.8804051197,1523656.2995048293,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,14,35.47,0.0114,0.0099,225.4,2.02,,
UTCC-1191,13.777563920075005,100.56106626747517,668760.2829493929,1523673.8178928453,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,14,24.59,0.0079,0.0069,222.7,3.19,,
UTCC-1192,13.777616306833648,100.56123977392168,668779.0065238953,1523679.735195726,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,7.99,False,14,8.51,0.0027,0.0024,228.9,0.48,,
UTCC-1193,13.777427982824058,100.56151399024465,668808.7926971825,1523659.0934504534,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,14,40.72,0.013,0.0114,224.7,2.31,,
UTCC-1194,13.777451870142102,100.56184323752821,668844.376963359,1523661.9672497117,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,8.06,False,5,47.2,0.0151,0.0132,223.8,2.68,,
UTCC-1195,13.777541797792685,100.56183727711341,668843.6678638171,1523671.9117344755,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,8.03,False,5,42.34,0.0135,0.0119,224.5,2.4,,
UTCC-1196,13.777634694524561,100.56182877604041,668842.6819109339,1523682.1829039739,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,5,39.64,0.0127,0.0111,224.8,2.26,,
UTCC-1197,13.777717950009308,100.56182335000075,668842.0353865599,1523691.3896242366,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,5,39.18,0.0125,0.011,224.9,2.22,,
UTCC-1198,13.777802096782588,100.56181750830068,668841.3432767796,1523700.6946556668,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,5,40.93,0.0131,0.0115,224.6,2.33,,
UTCC-1199,13.77799555000676,100.56180625000077,668839.986949125,1523722.0884249636,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,7.59,False,5,51.35,0.0164,0.0144,223.3,2.92,,
UTCC-1200,13.77809293583279,100.56180163177272,668839.417622194,1523732.8589481402,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,5,58.82,0.0188,0.0165,222.3,3.34,,
UTCC-1201,13.778103420636398,100.56196417757131,668856.9860774314,1523734.1330163851,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,5,49.06,0.0157,0.0137,223.6,2.79,,
UTCC-1202,13.778002950015363,100.56197205000106,668857.9095032079,1523723.0235079608,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,5,39.23,0.0126,0.011,224.9,2.24,,
UTCC-1203,13.777868461967214,100.5619690397649,668857.680631365,1523708.1430191956,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,5,28.84,0.0092,0.0081,221.4,3.72,,
UTCC-1204,13.777901200005198,100.56181885000078,668841.4171604217,1523711.6593585878,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,8.48,False,5,44.63,0.0143,0.0125,224.2,2.54,,
UTCC-1205,13.777729519356427,100.56199041074187,668860.0912899738,1523692.7868443925,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,11.75,False,5,21.17,0.0068,0.0059,227.2,1.2,,
UTCC-1206,13.777638576302994,100.5619952183448,668860.6764726024,1523682.7292160527,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,5,22.32,0.0071,0.0063,227.1,1.27,,
UTCC-1207,13.777551120174598,100.56199618082252,668860.8433777725,1523673.0546451863,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,11.97,False,5,27.47,0.0088,0.0077,226.4,1.56,,
UTCC-1208,13.777415541117488,100.56199552612394,668860.8699912411,1523658.055112862,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,5,39.13,0.0125,0.011,218.4,5.06,,
UTCC-1209,13.777486436900318,100.56168288720421,668827.0134949709,1523665.6787775946,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,14,51.87,0.0166,0.0145,223.2,2.95,,
UTCC-1210,13.778249677036877,100.56190262652271,668850.2255205901,1523750.2700989358,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,2,55.55,0.0178,0.0156,213.5,7.19,,
UTCC-1211,13.778361200026986,100.56190140000233,668850.0127749218,1523762.6069946655,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,2,54.82,0.0175,0.0153,213.8,7.06,,
UTCC-1212,13.77850730002322,100.56189095000269,668848.7778588645,1523778.7626581606,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,2,58.88,0.0188,0.0165,212.5,7.6,,
UTCC-1213,13.778527698334289,100.56207539273932,668868.706859731,1523781.1488427704,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,6.23,False,2,41.52,0.0133,0.0116,224.6,2.36,,
UTCC-1214,13.778518774739325,100.56217794291334,668879.8019468017,1523780.233650469,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,2,31.77,0.0102,0.0089,225.8,1.81,,
UTCC-1215,13.778522046673075,100.56229790510264,668892.7710197131,1523780.6798809685,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,2,23.38,0.0075,0.0065,226.9,1.33,,
UTCC-1216,13.778536726013181,100.56239755589795,668903.53563828,1523782.3738488392,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,6.46,False,2,21.78,0.007,0.0061,227.1,1.24,,
UTCC-1217,13.778529199999264,100.56250085000072,668914.7101637676,1523781.6138079541,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,2,23.21,0.0074,0.0065,227.0,1.32,,
UTCC-1218,13.778588653604041,100.56266127675492,668932.0142581945,1523788.3038488606,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,True,25.18,False,2,38.82,0.0124,0.0109,218.5,5.01,,
UTCC-1219,13.778560240379681,100.56283152583113,668950.4435912336,1523785.2801171746,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,True,11.56,False,2,51.88,0.0166,0.0145,214.6,6.7,,
UTCC-1220,13.77846418136596,100.56293190940279,668961.3670542624,1523774.7236659757,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,True,27.98,False,2,58.3,0.0187,0.0163,212.7,7.54,,
UTCC-1221,13.778275050007899,100.5627097000006,668937.4756526512,1523753.6439798158,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,2,33.42,0.0107,0.0094,225.6,1.9,,
UTCC-1222,13.778375950007868,100.56270160000078,668936.5272764165,1523764.8008314397,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,2,32.0,0.0102,0.009,225.8,1.82,,
UTCC-1223,13.778168804847581,100.56265415445176,668931.5459128474,1523741.8510802088,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,2,32.68,0.0105,0.0092,220.2,4.24,,
UTCC-1224,13.778019232399085,100.56266806746328,668933.157829461,1523725.3136916622,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,2,45.29,0.0145,0.0127,216.5,5.86,,
UTCC-1225,13.777875100009444,100.56257710000088,668923.4251543491,1523709.3044557942,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,5,45.82,0.0147,0.0128,224.0,2.61,,
UTCC-1226,13.777768750006707,100.56259830000089,668925.7939393353,1523697.553874728,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,9.56,False,5,44.99,0.0144,0.0126,224.1,2.56,,
UTCC-1227,13.777614849464987,100.56259817497534,668925.8910334983,1523680.5278090457,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,True,20.62,False,5,45.99,0.0147,0.0129,216.3,5.94,,
UTCC-1228,13.777476464052862,100.56260634794943,668926.8742361862,1523665.2240075646,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,7.11,False,5,52.66,0.0169,0.0147,223.1,3.0,,
UTCC-1229,13.777510538426949,100.56276952928044,668944.4945038098,1523669.1082851586,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,5,67.11,0.0215,0.0188,210.0,8.68,,
UTCC-1230,13.777675795933616,100.56275816924006,668943.1473582841,1523687.3827012144,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,5,62.06,0.0199,0.0174,221.9,3.53,,
UTCC-1231,13.777776150010478,100.56275725000087,668942.9758261023,1523698.484202215,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,5,62.16,0.0199,0.0174,211.5,8.03,,
UTCC-1232,13.777880122599923,100.56275214338868,668942.3489135244,1523709.9830765363,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,9.52,False,2,63.05,0.0202,0.0177,221.7,3.59,,
UTCC-1233,13.778267350009031,100.56255160000119,668920.3859284503,1523752.6810607282,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,11.03,False,2,17.5,0.0056,0.0049,227.7,0.99,,
UTCC-1234,13.778371506245739,100.56254163724402,668919.2338004939,1523764.1968402488,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,2,14.87,0.0048,0.0042,225.5,1.94,,
UTCC-1235,13.782361466677402,100.56251876665547,668913.8927086589,1524205.5891570617,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,7,59.18,0.0189,0.0166,222.3,3.36,,
UTCC-1236,13.782915250054693,100.56163240001027,668817.6541883168,1524266.2314203107,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,7,54.8,0.0175,0.0153,213.8,7.06,,
UTCC-1237,13.782776879445697,100.56171504129465,668826.6893922874,1524250.981555273,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,7,39.17,0.0125,0.011,224.9,2.22,,
UTCC-1238,13.78290806103293,100.56245529394819,668906.636605786,1524266.0141709617,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,7,54.92,0.0176,0.0154,222.8,3.13,,
UTCC-1239,13.777453000010803,100.56239165000103,668903.6758594577,1523662.4773756426,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,False,0.0,False,5,36.68,0.0117,0.0103,219.1,4.73,,
UTCC-1240,13.777553726234851,100.5623904147685,668903.46990957,1523673.6198234838,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,9.73,False,5,28.53,0.0091,0.008,226.3,1.62,,
UTCC-1241,13.777715987694322,100.56237030994329,668901.1793754989,1523691.5566444136,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,5,19.96,0.0064,0.0056,227.4,1.14,,
UTCC-1242,13.777917024286177,100.56234837432802,668898.6630157076,1523713.7818621777,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,18.06,False,5,28.32,0.0091,0.0079,226.3,1.61,,
UTCC-1243,13.778083512512563,100.56224734589898,668887.6192208878,1523732.1294513016,Building,Commercial,3-Phase / CT,3.2,3-Phase,ABC,150.0,True,30.57,False,2,33.28,0.0106,0.0093,220.1,4.28,,
UTCC-1244,13.778156073912086,100.56235448413126,668899.1518761775,1523740.2321509952,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,False,0.0,False,2,21.16,0.0068,0.0059,227.2,1.2,,
UTCC-1245,13.778255095497174,100.56234747591495,668898.3229205577,1523751.1819604987,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,10.63,False,2,11.45,0.0037,0.0032,228.5,0.65,,
UTCC-1246,13.778357598724321,100.5623377929671,668897.202246023,1523762.5150644528,Building,Commercial,3-Phase 30(100) A,3.1,3-Phase,ABC,66.0,True,12.13,False,2,7.83,0.0025,0.0022,229.0,0.44,,
